;Sexe;Age_en_Classes;Age;Niv_Education;Sexe_Age;Sexe_Educ;Age_Educ;Sex_Age_Edu;Important;Relance;CulturePays
254;Homme;20_24;22;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;être heureux.;avoir de l'argent, avoir un travail intéressant, une femme, voyager.;une des cultures des plus riches du monde. c est le pied !
255;Homme;35_39;39;superieur;H31_55;H_superieur;31_55_superieur;H31_55_superieur;l'équilibre entre toutes les choses importantes de la vie.;la famille, le sport, avoir un travail constructif, la religion, l'amitié.;raffinement, universalité, un peu démodée. menacée.
256;Femme;45_49;45;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la santé.;le travail, l'amour, santé de ma famille.;mal diffusée, mauvaise utilisation. mauvais horaires à la télévision, coût élevé des musées, pas assez de moyens pour la mise à disposition de tous.
771;Homme;30_34;30;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;bonheur.;argent, amour.;ne sait pas.
772;Homme;45_49;46;superieur;H31_55;H_superieur;31_55_superieur;H31_55_superieur;s'épanouir pleinement.;les autres.;notre richesse.
773;Femme;40_44;41;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;bonne santé.;liberté, équilibre.;rayonnement de la France dans le monde, littérature, artistes qui font plus connaître que les hommes politiques, plus un esprit, une image par les formes de l art.
774;Femme;>70;84;faible;F>55;F_faible;>55_faible;F>55_faible;être avec les enfants.;ne sait pas.;ne sait pas.
775;Homme;35_39;35;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;vivre bien.;travail, bonne santé, bien manger tous les jours.;histoire du pays. politique.
776;Homme;18_19;18;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;être bien dans sa peau.;pas de problèmes de santé, pas de problèmes d'argent.;histoire, monuments. gastronomie.
777;Femme;55_59;56;moyen;F>55;F_moyen;>55_moyen;F>55_moyen;travail.;santé.;culture générale.
778;Femme;25_29;25;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;amitié.;réussite, famille, être en bonne santé.;écrivains, peintres.
779;Homme;65_70;66;faible;H>55;H_faible;>55_faible;H>55_faible;santé.;argent, bonheur.;elle est très bonne, est à développer, moins de réformes pour l éducation.
780;Femme;20_24;22;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;bonheur;famille, voyages, travail.;lectures. ne sait pas.
781;Homme;25_29;27;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;être heureux.;avoir du boulot, avoir une famille.;il n y en a plus de culture française maintenant. traditions se perdent.
163;Homme;40_44;42;faible;H31_55;H_faible;31_55_faible;H31_55_faible;la santé et le travail.;c'est déjà les plus importantes, vivre convenablement suivant ses moyens.;il y a eu beaucoup de progrès. il y a encore à apprendre.
165;Femme;55_59;57;faible;F>55;F_faible;>55_faible;F>55_faible;réussir sa vie sur un plan humain.;l'unité dans la famille, pour moi, c'est un tout, l'amour fraternel, le travail.;que les jeunes soient équipés et avertis la télévision ne suffit pas, il faut qu ils soient plus guidés et la télévision donne trop de choses qui ne valent rien.
166;Homme;>70;73;faible;H>55;H_faible;>55_faible;H>55_faible;la santé, cela a toujours été notre fortune.;l'entente entre famille et le voisinage.;ça c est plus fort que mes moyens.
168;Homme;30_34;32;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;la santé.;la relation amicale et familiale, le travail, la liberté individuelle.;reste muet.
618;Homme;20_24;22;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;le travail.;la vie familiale, vivre assez à l'aise.;la télévision, les livres, l éducation dans les écoles.
491;Femme;20_24;23;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;la vie de couple.;les enfants, la sécurité financière, la santé, un logement.;nul par rapport au niveau intello des français en général culture inconnue pour eux, peu intéressés.
490;Homme;55_59;57;faible;H>55;H_faible;>55_faible;H>55_faible;bonne santé.;bonne vie familiale.;rien.
489;Homme;55_59;59;faible;H>55;H_faible;>55_faible;H>55_faible;vivre le plus longtemps possible.;n'embêter personne, santé.;c est bien, je ne sais pas comment dire.
493;Femme;30_34;31;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;être heureuse.;équilibre familial, reconnaissance dans le travail.;la façon de vivre ou l art etc., les connaissances ? dans quel sens répondre ? art de vivre : pas mieux par rapport aux autres, art culturel : pas trop mauvais, autres pays.
204;Femme;60_64;61;faible;F>55;F_faible;>55_faible;F>55_faible;la santé.;aider les malheureux.;oh ! la culture je ne sais pas bien.
205;Homme;55_59;59;faible;H>55;H_faible;>55_faible;H>55_faible;la santé.;garder sa foi religieuse.;ça fait penser qu elle se dégrade pas mal ! à l heure actuelle, le sexe et l argent dominent. les films manquent de fond, il y a trop de vulgarité.
207;Femme;20_24;23;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;la santé.;la bonne entente familiale, réussir dans le travail, l'amour.;alors là...! non je ne vois pas.
203;Homme;30_34;33;faible;H31_55;H_faible;31_55_faible;H31_55_faible;être heureux.;un travail, la famille.;je pense à certains chanteurs qui parlent de la vie, des villages notamment les chanteurs locaux.
206;Femme;30_34;33;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;de vivre heureux.;une bonne santé, une bonne vie familiale.;je me trouve bloquée là ! c est vague.
202;Homme;>70;70;faible;H>55;H_faible;>55_faible;H>55_faible;la santé.;;ça va plus du tout, on en voit la preuve avec la diminution des exploitations, les jeunes ne s installent plus.
201;Femme;40_44;43;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;le travail.;la santé.;elle est pas bonne, il n y aura plus rien du tout.
200;Homme;35_39;35;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;la santé.;l'amour, la vie familiale.;il y a l évolution des moeurs, la communication, l absence d ouverture en France sur le monde extérieur. la culture française régresse, même s il y a des élites.
306;Homme;50_54;50;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;la santé.;la famille c'est très important, le travail, l'amitié.;je pense d abord à la littérature, théâtre, histoire et traditions, les sciences. non c est tout.
308;Homme;40_44;42;superieur;H31_55;H_superieur;31_55_superieur;H31_55_superieur;une paix du foyer je crois que c'est la chose la plus importante.;la sécurité, la liberté. non c'est tout.;je pense aux hommes qui ont participé à la culture qui ont bercé nos esprits quand nous étions enfants, je pense surtout à ces écrivains, à ces hommes d état, à ces artistes, à ces savants qui ont marqué leur passage dans l  histoire. c est grâce à ces gens dont les écrits sont restés. sans ces gens là, la culture aurait reculée, il n y aurait que la transmission locale qui aurait fini par s atténuer et disparaître.
309;Homme;60_64;63;faible;H>55;H_faible;>55_faible;H>55_faible;c'est de voir la réussite de mes enfants de ma famille.;c'est la santé, c'est le principal, le fait qu'on a toujours travaillé ensemble de s'être bien entendu au sein du couple c'est une des meilleures choses.;par rapport à ce qu on a connu il y a trop de laisser aller. les moeurs se dégradent. la société évolue. je crois que la liberté c est bien, mais les jeunes en usent et en abusent. surtout entre les relations entre hommes et femmes on voit trop de choses. il n y a plus la retenue d il y a quelques années ni le respect. le respect des parents n existe plus il y a un grand changement. sans être pratiquant je trouve que si on gardait la foi beaucoup de choses n existeraient pas. on a peur pour ses propres enfants , ça se dégrade.
310;Femme;55_59;58;moyen;F>55;F_moyen;>55_moyen;F>55_moyen;c'est de réussir son couple et sa famille, c'est un tout à travers son couple c'est réussir sa vie de famille, c'est rester les uns près des autres.;la vie en société, c'est 50 % de notre réussite, les rapports avec les gens, la communication c'est très important, l'emploi aussi est très important il y a tellement de drames. la sécurité aussi. la santé tout ça c'est important, la solidarité mais ça touche la politique d'avoir un gouvernement qui se préoccupe bien des gens mais la liberté doit rester. le tiers monde aussi.;d abord une grande fierté, une grande déception quand on voit comment elle est représentée comment elle est attaquée et mal défendue. je pense, j en suis très fière elle est très représentée et c est regrettable qu elle ne soit pas plus répandue, elle est importante dans le monde. on a beaucoup apporté.
476;Femme;>70;79;faible;F>55;F_faible;>55_faible;F>55_faible;l'amitié ou l'amour suivant l'âge.;la culture.;l amélioration de la personnalité.
475;Femme;30_34;34;faible;F31_55;F_faible;31_55_faible;F31_55_faible;le bonheur en général.;être en bonne santé, avoir un emploi.;
474;Femme;35_39;35;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;mon foyer;mon travail, ma famille.;la richesse de notre pays.
473;Homme;45_49;45;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;me sentir bien dans ma peau.;l'avenir de mes enfants.;la grande musique.
472;Femme;18_19;18;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;être bien dans sa peau.;la santé, avoir un travail intéressant.;quelque chose à préserver, entretenir.
471;Homme;>70;72;superieur;H>55;H_superieur;>55_superieur;H>55_superieur;la santé.;;
456;Femme;60_64;63;faible;F>55;F_faible;>55_faible;F>55_faible;la santé.;quand on a une bonne santé, on accepte les problèmes, les enfants.;
451;Homme;18_19;19;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;la santé.;le bonheur familial, la famille, le travail.;très riche, mais qui tente à perdre de son importance vis à vis d autres cultures.
537;Homme;20_24;21;superieur;H<=30;H_superieur;<=30_superieur;H<=30_superieur;travail intéressant.;fonder une famille, pouvoir obtenir tout ce dont on a envie (matériel).;tout ce qui concerne l histoire de la France, les grands auteurs classiques et contemporains, les gens qui ont compté.
890;Homme;30_34;30;faible;H<=30;H_faible;<=30_faible;H<=30_faible;du travail pour tous.;la santé, l'intérêt entre les êtres, l'harmonie du coeur, la sécurité, l'amitié, la confiance.;bien s exprimer, bien penser, être cultivé, avoir des connaissances et les enrichir. essayer de lire plus et moins de télévision.
292;Homme;35_39;39;faible;H31_55;H_faible;31_55_faible;H31_55_faible;ma mère que j'aime le plus au monde.;mes deux gamins. et elle (sa concubine), je fais passer les deux gamins avant elle car je suis veuf.;ah! je ne sais pas, ah! je ne vois pas.
653;Homme;45_49;45;faible;H31_55;H_faible;31_55_faible;H31_55_faible;le bonheur de ceux qui m'entourent.;la santé, l'argent.;de très bons spécimens, les arts, les théâtres, cinéma il y a des gens valables chez nous en France.
496;Homme;>70;72;faible;H>55;H_faible;>55_faible;H>55_faible;manquer de rien dans la mesure de mes moyens.;ne pas tomber malade, la tranquillité.;c est vague! on est environné par des gens qui resteront toute la vie sans culture et les autres qui cherchent à s améliorer.
452;Homme;65_70;69;superieur;H>55;H_superieur;>55_superieur;H>55_superieur;la santé.;la sécurité, les relations avec mon épouse.;on a tendance à se prendre pour le nombril du monde. il y a de gros efforts à faire pour faire rayonner la culture française à l extérieur.
448;Homme;60_64;61;faible;H>55;H_faible;>55_faible;H>55_faible;mes petitsenfants.;faire de bons petits dîners, la pêche, les boules.;à mon âge je ne sais pas.
879;Homme;50_54;50;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;le bonheur.;la vie familiale, la santé, la situation professionnelle.;y en a t-il une ?
195;Homme;>70;73;faible;H>55;H_faible;>55_faible;H>55_faible;la santé.;la sécurité de ma famille, le bien être avec tout mon voisinage.;vous m embarrassez : sciences, histoire. c est assez difficile votre question. il y a l histoire des grands hommes qui ont fait nos lectures, qui ont défendu la langue française.
196;Femme;45_49;45;faible;F31_55;F_faible;31_55_faible;F31_55_faible;la santé.;avoir assez d'argent pour pouvoir faire ce que l'on veut faire.;je ne vois pas.
136;Homme;35_39;38;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;c'est ma façon de vivre, être bien dans sa peau, ne pas avoir de problèmes.;être bien dans sa peau, pouvoir subvenir à mes besoins avoir un cadre de vie agréable. pouvoir partir en vacances, mais je pense que ça n'est pas très important.;les écrivains, les poètes, les chanteurs, il y a le blé, le raisin, les fruits.
135;Homme;25_29;27;superieur;H<=30;H_superieur;<=30_superieur;H<=30_superieur;la vie de famille.;la santé, le travail enrichissant, c'est cela le plus important, non c'est tout.;les écrivains, les réalisateurs, les musiques baroques, les livres, je ne sais plus moi.
148;Homme;30_34;34;superieur;H31_55;H_superieur;31_55_superieur;H31_55_superieur;le bonheur.;la santé, bon niveau de vie, une vie familiale équilibrée, le travail.;la langue, la littérature, le cinéma, les sciences. l art de vivre, l individualisme, c est tout pour moi.
147;Homme;20_24;21;superieur;H<=30;H_superieur;<=30_superieur;H<=30_superieur;d'être heureux.;heureux dans son travail, heureux dans sa famille, se sentir bien dans sa peau, ne pas être malade.;elle s appauvrit et que l on parle beaucoup de la culture passée et qui reste encore de grandes choses à faire. faire des projets sociaux et continuer à préserver l histoire humaine.
146;Femme;25_29;28;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;la santé.;avoir un travail, de l'argent, vivre en famille, avoir des enfants, c'est déjà pas mal.;les écrivains français, la mode, les musiciens, l architecture, le métro. voilà pour moi la culture.
145;Femme;25_29;26;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;la famille.;la santé, se sentir bien dans sa peau, pouvoir faire ce que l'on veut, avoir un peu d'argent.;rien, je ne suis pas trop cultivé, la musique et plein d autres choses qui ne me viennent pas à l esprit spontanément, la littérature aussi.
144;Femme;40_44;40;faible;F31_55;F_faible;31_55_faible;F31_55_faible;d'être bien dans sa peau.;la famille c'est très important, les enfants, le mari, la réussite scolaire.;rien du tout de spécial, mais il faudrait la garder à l heure actuelle elle a tendance à se perdre dans les écoles c est regrettable.
143;Femme;45_49;46;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;le bonheur.;l'amitié, l'amour, les enfants, ne pas avoir de problèmes d'argent si possible, la santé.;elle a un bon niveau, littérature, les spectacles divers. j y crois beaucoup. on a un passé et un avenir, pour moi le français c est créateur.
782;Femme;55_59;57;faible;F>55;F_faible;>55_faible;F>55_faible;santé.;argent, enfants, petitsenfants.;littérature.
783;Femme;50_54;53;faible;F31_55;F_faible;31_55_faible;F31_55_faible;santé.;travail.;études.
752;Femme;35_39;35;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la santé.;les enfants, le bonheur, la gentillesse, l'amitié.;esprit de conservation à garder jalousement. patrimoine culturel à enseigner à nos enfants, indépendance à nos hommes de lettres, à nos peintres.
751;Femme;65_70;67;faible;F>55;F_faible;>55_faible;F>55_faible;l'amitié.;la confiance, l'honnêteté.;c est bien, j aime bien le sport, c est bien.
750;Femme;20_24;21;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;le bonheur.;la santé, les autres personnes amis parents, la richesse.;religion, éducation, arts. littérature.
749;Homme;60_64;62;moyen;H>55;H_moyen;>55_moyen;H>55_moyen;l'identité nationale.;indépendance nationale.;les bacheliers nous font quinze fautes, les diplômes ne doivent pas être vulgarisés. un diplôme doit correspondre à un minimum de connaissances.
